project,story_id,run_id,user_story,review_status,classification_mode,final_rows,final_confidence,decision,disagreement_cause,action,why,uncertainty_band,uncertainty_score,consensus_ratio,disagreement_rate,hypothesis_count,label_overlap,normalized_entropy,taxonomy_version,prompt_version,policy_version,openai_rows,openai_confidence,openai_needs_review,gemini_rows,gemini_confidence,gemini_needs_review,deepseek_rows,deepseek_confidence,deepseek_needs_review,groq_rows,groq_confidence,groq_needs_review
P07,us_20958659c9951d93,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to search for created selections so that I can quickly find specific projects or recruitment processes.",accepted_auto,,Registry::Retrieve data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_c9d1152c478e176a,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to create a contract so that I can formalize the agreement with a selected candidate.",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5487,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.42,True,,,,Registry::Insert data,0.8,False,Registry::Insert data,0.8,False
P07,us_16d13b715e51329c,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to edit a created contract so that I can update its information or terms.",accepted_auto,,Registry::Update data,0.89,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0283,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.86,False,,,,Registry::Update data,0.9,False,Registry::Update data,0.9,False
P07,us_c47ac04e3cb9f8fe,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to view the list of contracts so that I can track all active and completed agreements.",accepted_auto,,Registry::Retrieve data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3103,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.9,False
P07,us_f9db8aa8a9049ef5,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to search for created contracts so that I can quickly locate and review specific agreements.",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_e2d51f8e02f45675,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view detailed information of a coach so that I can verify their credentials and assignments.",accepted_auto,,Registry::Retrieve data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2645,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Authentication::Validate user permissions,0.9,False
P07,us_2ef311dd1979a439,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view the list of registered students so that I can manage their enrollment and participation.",accepted_auto,,Registry::Retrieve data,0.84,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2645,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.9,False
P07,us_f0108f4ce36c71e9,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view detailed information of a student so that I can assess their profile and progress.",accepted_auto,,Registry::Retrieve data,0.87,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2678,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.84,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P07,us_563ed7e9d2afaca8,run_8fb1fab09aa04c29bc710a12e36890d0,"As a student, I want to view selections opened by managers so that I can apply for available opportunities.",accepted_auto,,Registry::Retrieve data,0.78,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.055,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data,0.8,False
P07,us_308b5abbd1132952,run_8fb1fab09aa04c29bc710a12e36890d0,"As a student, I want to view detailed information of a selection so that I can understand its requirements before applying.",accepted_auto,classify_only,n/a::n/a,0.81,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.2117,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,True,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_dc3ce146d81871b2,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to view student applications so that I can review and evaluate candidates for selection.",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0417,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.8,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_0ab8aef6c0acd1ae,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to favorite a student so that I can easily identify and revisit promising candidates.",accepted_auto,classify_only,n/a::n/a,0.37,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.6387,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.44,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P07,us_f11114db0233872a,run_8fb1fab09aa04c29bc710a12e36890d0,"As a manager, I want to view contract information so that I can verify the details of agreements with selected candidates.",accepted_auto,,Registry::Retrieve data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P07,us_2301fa6cb494f1d5,run_8fb1fab09aa04c29bc710a12e36890d0,"As an administrator, I want to view information of all students so that I can monitor their academic and selection status.",accepted_auto,,Registry::Retrieve data,0.87,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2595,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.84,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.9,False
P08,us_21e6bca0bcbc1215,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to log in to have the first access to the system",accepted_auto,,Authentication::First login,0.87,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3053,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::First login,0.84,False,,,,Authentication::First login,0.9,False,Authentication::Login with username and password,0.8,False
P08,us_2723c2bfa95e139e,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to log out of the system to exit the system",accepted_auto,classify_only,n/a::n/a,0.45,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5937,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,n/a::n/a,0.4,True,,,,n/a::n/a,0.5,True,Authentication::Logout,1.0,False
P08,us_81a0bebdae0eb4ab,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to change my password to update it when necessary",accepted_auto,classify_only,n/a::n/a,0.76,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4803,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Update profile,0.62,True,,,,Authentication::Update profile,0.9,False,Authentication::Update data,0.9,False
P08,us_40928e107448dddc,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to recover my password to regain access to the system",accepted_auto,,Authentication::Password recovery,0.95,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0117,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Password recovery,0.96,False,,,,Authentication::Password recovery,1.0,False,Authentication::Password recovery,0.9,False
P08,us_e78de0e6a58cbcac,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to create a contract to associate it with the created accounts",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4495,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,True,,,,Registry::Insert data | Authentication::Create account,0.8,False,Registry::Insert data | Authentication::Create account,0.8,False
P08,us_0be725b98d47c343,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to create a manager account so they can access the system",accepted_auto,,Authentication::Create account,0.91,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0217,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Create account,0.94,False,,,,Authentication::Create account,0.9,False,Authentication::Create account,0.9,False
P08,us_31c9cb305951e585,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to delete a manager account to remove the manager from the system",accepted_auto,,Authentication::Remove account,0.92,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2978,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Remove account,0.93,False,,,,Authentication::Remove account,0.9,False,Authentication::Remove data,0.8,False
P08,us_35c38b70618a1e19,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to expand a registered manager's information to access more details of their profile",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5717,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,True,,,,Registry::Retrieve data | Authentication::Validate user permissions,0.8,False,Registry::Update data | Authentication::Update profile,0.8,False
P08,us_a418cfbbab622da2,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to sort the list of registered managers to make it easier to view their information",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4217,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.74,False,,,,Registry::Retrieve data,0.8,False,Management::View dashboard | Registry::Retrieve data,0.8,False
P08,us_c8267e92edd53881,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to create a coach account so they can access the system",accepted_auto,,Authentication::Create account,0.9,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.025,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Create account,0.9,False,,,,Authentication::Create account,0.9,False,Authentication::Create account,0.9,False
P08,us_57a63cb0f6a2b93d,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to delete a coach account to remove the coach from the system",accepted_auto,,Authentication::Remove account,0.9,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.292,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Remove account,0.9,False,,,,Authentication::Remove account,0.9,False,Registry::Remove data,0.9,False
P08,us_562576a70ed7f0cf,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to expand a registered coach's information to access more details of their profile",accepted_auto,,Registry::Retrieve data,0.79,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3187,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.8,False,Registry::Update data | Authentication::Validate user permissions,0.8,False
P08,us_e51422225b20034e,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to sort the list of registered coaches to make it easier to view their information",accepted_auto,,Registry::Retrieve data,0.8,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.322,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.74,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data,0.8,False
P08,us_5ea4d84f62b7b9ca,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to create a student account so the coach can access the system",accepted_auto,,Authentication::Create account,0.89,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0283,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Create account,0.86,False,,,,Authentication::Create account,0.9,False,Authentication::Create account,0.9,False
P08,us_dd15fe16709bfdbb,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to delete a student account to remove the student from the system",accepted_auto,,Authentication::Remove account,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3037,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Remove account,0.86,False,,,,Authentication::Remove account,0.9,False,Authentication::Remove data,0.8,False
P08,us_5946d6605690a1e1,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to expand a registered student's information to access more details of their profile",accepted_auto,,Registry::Retrieve data,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.3053,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Update data,0.9,False
P08,us_7ec29f9130c236a1,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to sort the list of registered students to make it easier to view their information",accepted_auto,,Registry::Retrieve data,0.8,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.322,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.74,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data,0.8,False
P08,us_10a54858b71c7514,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Coach, I want to select students to form my team",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6933,0.3333,0.6667,3,0.0,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Modify input behavior,0.56,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Authentication::Create account,0.8,False
P08,us_4078ad998abdd857,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to update my data to complete my profile information",accepted_auto,,Registry::Update data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2578,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.86,False,,,,Registry::Update data | Authentication::Update profile,0.9,False,Registry::Update data,0.9,False
P08,us_421481a8fcd50c1b,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to register my schedule so the responsible coach is aware of my workload",accepted_auto,,Registry::Insert data,0.79,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2812,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.78,False,,,,Registry::Insert data,0.8,False,Registry::Insert data | Authentication::Create account,0.8,False
P08,us_cb7bb1de42310f4a,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Coach, I want to view my team's schedule to know when students will be in the lab",accepted_auto,,Registry::Retrieve data,0.77,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.322,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Management::View dashboard,0.8,False,Registry::Retrieve data,0.8,False
P08,us_7acfb707f2fe4d56,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to log my weekly activity so my coach can monitor it",accepted_auto,,Registry::Insert data,0.82,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2762,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,False,,,,Registry::Insert data,0.9,False,Registry::Insert data | Authentication::Login with username and password,0.8,False
P08,us_338d71e54954a420,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Coach, I want to review or validate my team's weekly activities",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5867,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data | Registry::Update data,0.66,True,,,,Management::View dashboard,0.7,False,Registry::Retrieve data,0.8,False
P08,us_3d1468f622c0b55d,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Manager, I want to view weekly reports validated by the coaches to stay updated on project progress",accepted_auto,,Management::View dashboard,0.79,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2812,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::View dashboard,0.78,False,,,,Management::View dashboard,0.8,False,Management::View dashboard | Registry::Retrieve data,0.8,False
P08,us_179c2559a5127502,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to perform searches to access the information of a specific individual",accepted_auto,,Registry::Retrieve data,0.83,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0433,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.78,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P08,us_ce8d3baaf9fb77a2,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Manager, I want to view students' lab schedules by contract to display the schedule of a specific student per contract",accepted_auto,,Registry::Retrieve data,0.77,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2845,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.8,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P08,us_6df2273529e86397,run_42954f7adaf843feb0e1518a0ccc4a57,"As a User, I want a notification system, so I can be notified when necessary.",accepted_auto,classify_only,n/a::n/a,0.84,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.19,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::Notify via app | Management::Notify by email,0.72,True,,,,Management::Notify via app | Management::Notify by email,0.9,False,Management::Notify via app | Management::Notify by email,0.9,False
P08,us_842b0787eebfbf59,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Coach, I want to create one or more projects within a contract so my team can start the activities",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,high,0.6783,0.3333,0.6667,3,0.1667,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,True,,,,n/a::n/a,0.3,True,Registry::Insert data | Management::View dashboard,0.8,False
P08,us_5504bd0a506af7d1,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to register schedules in the agenda outside regular hours",accepted_auto,classify_only,n/a::n/a,0.72,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4578,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Insert data,0.74,True,,,,Registry::Insert data,0.7,True,Registry::Insert data | Management::Notify via app,0.8,False
P08,us_48143107d1c3712b,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Coach, I want to view and manage my team's information",accepted_auto,classify_only,n/a::n/a,0.8,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.5767,0.3333,0.6667,3,0.5556,1.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data | Registry::Update data,0.68,True,,,,Registry::Retrieve data | Registry::Update data | Management::View dashboard,0.8,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P08,us_f0f44bcf108321ff,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to view my team's information",accepted_auto,,Registry::Retrieve data,0.81,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0467,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.8,False
P08,us_09ab12cb4993d004,run_42954f7adaf843feb0e1518a0ccc4a57,"As a User, I want to access the schedule information of students registered in the system, so I can view their schedules.",accepted_auto,,Registry::Retrieve data,0.88,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2662,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.86,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data | Management::View dashboard,0.8,False
P08,us_cee2d83f638d16b5,run_42954f7adaf843feb0e1518a0ccc4a57,"As an Administrator, I want to edit users already registered in the system",accepted_auto,classify_only,n/a::n/a,0.81,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4278,0.6667,0.3333,2,0.6667,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Update data,0.72,True,,,,Registry::Update data,0.9,False,Registry::Update data | Authentication::Update profile,0.8,False
P08,us_53cc88083ddaab43,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Developer, I want to improve password recovery",accepted_auto,classify_only,n/a::n/a,0.84,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4603,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Password recovery,0.78,True,,,,Authentication::Password recovery,0.9,False,Authentication::Update data,0.8,False
P08,us_3dd9e229663471fc,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Student, I want to view the contract I am linked to",accepted_auto,,Registry::Retrieve data,0.87,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0317,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.82,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
P08,us_6f3abbb2ccf41c64,run_42954f7adaf843feb0e1518a0ccc4a57,"As a Developer, I want to allow personalized notifications.",accepted_auto,classify_only,n/a::n/a,0.74,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.215,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Management::Notify via app | Management::Notify by email,0.62,True,,,,Management::Notify via app | Management::Notify by email,0.8,False,Management::Notify via app | Management::Notify by email,0.8,False
P09,us_abcf57d7a21b159e,run_687fd224f4164c66b0cc5455f1028c94,"As a developer, I want to access the system so that I can register or log in.",accepted_auto,classify_only,n/a::n/a,0.82,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,medium,0.4178,0.6667,0.3333,2,0.5556,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Create account | Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password | Authentication::Create account,0.9,False,Authentication::Login with username and password | Authentication::Login with OAuth,0.9,False
P09,us_c774fa4999a1448a,run_687fd224f4164c66b0cc5455f1028c94,"As a Scrum Master, I want to log in to access the system",accepted_auto,classify_only,n/a::n/a,0.85,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password,0.9,False,Authentication::Login with username and password,0.9,False
P09,us_a4cdcb1bbaa5dafe,run_687fd224f4164c66b0cc5455f1028c94,"As an Admin, I want to log in to access the system",accepted_auto,classify_only,n/a::n/a,0.85,accept,model_instability,none,Auto-finalized in classify-only mode as not covered.,low,0.1883,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Login with username and password,0.74,True,,,,Authentication::Login with username and password,0.9,False,Authentication::Login with username and password,0.9,False
P09,us_81305e37b41d4fcf,run_687fd224f4164c66b0cc5455f1028c94,"As an Admin, I want to view all registered users to see their information",accepted_auto,,Registry::Retrieve data,0.85,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.0383,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Registry::Retrieve data,0.74,False,,,,Registry::Retrieve data,0.9,False,Registry::Retrieve data,0.9,False
P09,us_3a1848764d152387,run_687fd224f4164c66b0cc5455f1028c94,"As an Admin, I want to remove a user account to delete that information",accepted_auto,,Authentication::Remove account,0.97,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.2812,0.6667,0.3333,2,0.3333,0.9183,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Remove account,0.93,False,,,,Authentication::Remove account,1.0,False,Authentication::Remove data,0.9,False
P09,us_741cd99cc03f747d,run_687fd224f4164c66b0cc5455f1028c94,"As a user, I want to recover my password so that I can regain access to my account.",accepted_auto,,Authentication::Password recovery,0.96,accept,model_instability,none,"Resultado escolhido por maioria simples do comite, sem arbitro.",low,0.01,1.0,0.0,1,1.0,0.0,1.0.0,wis_prompts_v1,uncertainty_v2_no_arbiter,Authentication::Password recovery,0.98,False,,,,Authentication::Password recovery,1.0,False,Authentication::Password recovery,0.9,False
